cph,x,y,infDay
494/0010,256635.0,553275.0,81
494/0015,254914.0,551845.0,77
494/0017,255492.0,553126.0,78
494/0028,258551.0,560144.0,85
494/0030,258983.0,558560.0,76
495/0001,259083.0,554219.0,80
495/0002,262015.0,564367.0,97
495/0004,258337.0,551554.0,83
495/0006,260202.0,556389.0,76
495/0007,261540.0,556686.0,91
495/0009,261266.0,554824.0,80
495/0012,261078.0263,565214.1677,78
495/0013,260917.0,558997.0,72
495/0014,259768.0,558775.0,79
495/0017,261206.2583,556738.7027,74
495/0022,259786.0,551664.0,76
495/0030,261258.0,558124.0,79
495/0042,261112.2719,553395.8713,76
496/0003,246636.0,561185.0,71
496/0006,249160.0,559775.0,85
496/0010,248346.0,559371.0,102
496/0011,246570.0,562914.0,87
496/0014,246802.0,560585.0,91
496/0022,249312.0,555219.0,77
496/0026,250876.0,553170.0,80
496/0034,252044.0,552997.0,70
496/0035,250086.0,561447.0,88
496/0037,252447.8738,566477.4394,89
496/0038,253998.0,558526.0,71
496/0039,250700.0,560605.0,71
496/0042,248363.0,556222.0,85
496/0061,251338.0,559396.0,108
496/0062,245942.0,561160.0,72
496/0066,247408.0,559407.0,93
497/0002,244265.0,563132.0,100
497/0009,239483.0,567643.0,89
497/0010,243630.0,568648.0,69
497/0011,238878.0,570030.0,78
497/0014,237605.0,577038.0,90
497/0018,232221.0,576943.0,106
497/0019,237324.0,583239.0,91
497/0020,239204.0,569423.0,102
497/0022,253803.0,576592.0,74
497/0028,243630.0,568648.0,70
497/0030,244164.0,564640.0,97
497/0034,245155.0,562991.0,93
497/0043,243262.0,565889.0,94
497/0045,242603.0,576110.0,74
497/0047,245660.0,565785.0,118
497/0066,236163.0,587065.0,124
497/0086,242402.0,564564.0,87
498/0003,281268.9229,554612.2129,72
498/0004,281436.0,563207.0,74
498/0005,279747.0,563886.0,76
498/0006,280734.0,563435.0,71
498/0008,279117.0,563155.0,83
498/0010,278022.0,560761.0,81
498/0011,278177.0,561378.0,70
498/0012,280661.0,559389.0,62
498/0018,280664.0,565337.0,77
498/0019,278867.0,559389.0,77
498/0033,281248.0,560861.0,72
498/0038,281387.0,564385.0,76
498/0040,281573.0,556577.0,72
498/0043,282755.0,555609.0,71
498/0049,281648.0,555182.0,70
498/0067,281818.0,557683.0,75
499/0002,292179.0,560214.0,96
499/0009,291044.0,557807.0,108
499/0010,285513.0,556076.0,71
499/0019,284334.0,557402.0,74
499/0020,286237.0,559460.0,80
499/0021,288072.0,557582.0,80
499/0023,290526.0,560278.0,89
499/0026,284334.0,557402.0,75
499/0030,294330.228,557044.3918,91
499/0032,284848.0,555615.0,87
499/0036,287440.6773,554373.6933,105
499/0039,294536.1785,556485.9837,80
499/0041,290641.0,559806.0,78
499/0042,288973.0,559620.0,78
499/0043,291850.6193,561990.551,95
499/0044,290354.0,558342.0,70
499/0045,290430.0,558868.0,69
499/0046,288090.0,553893.0,92
499/0056,285757.0,558925.0,75
499/0057,286940.0,556650.0,96
499/0065,287935.0,556626.0,75
499/0066,287261.0,554710.0,93
499/0070,293023.0,557451.0,74
499/0077,285701.0,555210.0,88
499/0078,294171.0,557243.0,86
499/0080,291844.0,559712.0,92
499/0089,285636.2779,554175.0647,92
499/0093,291084.0,556583.0,77
499/0096,285020.0,556237.0,101
499/0105,285585.0,553138.0,94
500/0005,286873.0,564389.0,76
500/0006,288258.0,561671.0,91
500/0008,285691.0,566654.0,88
500/0009,285062.0,564938.0,94
500/0012,286592.0,566959.0,78
500/0013,286279.0,569193.0,69
500/0019,288196.0,568955.0,71
500/0021,287072.0,568333.0,80
500/0029,285498.0,562500.0,83
500/0032,285179.0,564121.0,117
500/0035,287505.0,562652.0,79
500/0036,285836.0,560538.0,79
500/0037,286051.0,563967.0,69
500/0040,287052.0,565993.0,75
500/0042,284962.0,565099.0,71
500/0046,287153.0,567236.0,68
500/0048,285842.0,562102.0,124
501/0004,291692.0,574269.0,96
501/0005,289125.0,574115.0,73
501/0007,286241.0,574045.0,73
501/0013,284395.7935,572809.7105,88
501/0014,287564.0,570122.0,58
501/0016,285794.0,573545.0,54
501/0018,289581.0,570939.0,75
501/0019,288251.0,574725.0,105
501/0022,287989.0,573320.0,97
501/0026,288743.0,570144.0,89
501/0032,287306.0,571442.0,72
501/0035,291391.3026,572978.4934,74
501/0038,289544.0,574650.0,90
501/0042,288065.0,572673.0,108
501/0049,286620.0,572571.0,71
501/0053,289125.0,574115.0,103
502/0001,279267.0,568952.0,81
502/0004,283070.0,571604.0,70
502/0006,282752.0,567912.0,76
502/0009,285912.9402,571597.9362,93
502/0010,279984.0,568347.0,75
502/0013,284479.0,568871.0,74
502/0014,279038.0,566978.0,73
502/0017,283095.0,566246.0,73
502/0028,280964.0,565602.0,89
502/0029,284484.0,564964.0,74
502/0033,284042.2823,564111.549,96
502/0037,282253.0,563350.0,75
502/0046,281417.0,570084.0,89
502/0047,283269.0,572251.0,88
502/0049,283671.0,564922.0,90
502/0051,282178.0,569836.0,67
502/0059,280285.7873,566264.7098,90
502/0064,280826.0,566091.0,96
502/0065,284208.0,567191.0,93
502/0072,283149.0,557384.0,89
502/0079,281202.0,568872.0,71
502/0083,286012.0,570270.0,69
502/0086,282845.0,565770.0,95
502/0087,282487.0,561505.0,93
502/0092,283939.0,573266.0,72
502/0094,282523.0,566674.0,72
502/0096,283694.0,569465.0,69
502/0098,284177.0,562259.0,93
502/0113,283357.0,560485.0,99
502/0122,282770.7916,567101.5142,98
503/0001,298732.9223,558196.8075,73
503/0002,294791.0,557763.0,82
503/0006,296979.0,557556.0,78
503/0013,297887.0,560318.0,75
503/0015,296297.0,557738.0,76
503/0027,296688.0,558703.0,73
503/0034,295716.0,556150.0,85
504/0002,288391.0,575883.0,71
504/0012,288149.0,577042.0,93
504/0022,286173.0,574955.0,72
504/0024,290297.0,576075.0,78
504/0026,286696.0,576078.0,85
504/0027,288462.0,576653.0,88
504/0039,287294.0,579969.0,71
504/0041,291609.0,578643.0,69
504/0043,286180.0,576481.0,72
504/0052,288677.0,575663.0,79
504/0054,293991.0,579341.0,75
504/0055,287935.0,578788.0,71
504/0061,287514.0,577865.0,95
504/0064,285893.0,581248.0,73
505/0006,297174.0,566594.0,79
505/0007,297613.0,564759.0,72
505/0008,294200.0,565663.0,82
505/0011,294200.0,565663.0,73
505/0013,294956.5109,577281.6281,76
505/0017,296524.0,566823.0,76
505/0021,296284.0,565521.0,91
505/0023,296960.0,565556.0,77
505/0024,296969.0,563422.0,86
505/0026,292259.0,567305.0,70
505/0035,297715.0,565746.0,102
505/0037,295015.0,566288.0,75
505/0041,296748.5994,566300.6073,102
505/0045,297613.0,564759.0,78
505/0051,297972.0,562050.0,75
505/0052,297776.0,561499.0,77
505/0064,289939.0,569062.0,87
505/0068,289510.0,569190.0,73
506/0004,295206.0,576486.0,80
506/0006,295454.2992,575854.9022,92
506/0009,293864.0,577168.0,92
506/0024,292636.4116,575761.7391,72
506/0031,291888.0,575920.0,78
506/0034,292972.0,575810.0,78
506/0041,301081.0,576498.0,92
506/0050,294984.0077,577075.3787,92
506/0054,295026.0,576076.0,86
506/0063,293161.0,577918.0,91
506/0064,290708.0,576297.0,77
507/0022,291687.0,571377.0,68
507/0031,298498.9923,570735.7077,75
507/0032,292846.0,574379.0,90
507/0034,297469.0,568673.0,75
507/0039,295472.0,571570.0,69
507/0041,298416.0,567303.0,94
507/0047,296569.0,569586.0,69
507/0050,292692.0,573882.0,79
507/0052,295663.6305,567978.8141,76
507/0055,294139.0,574338.0,82
507/0058,298351.0,569735.0,84
507/0063,295472.0,571570.0,69
507/0066,294020.4859,570728.1342,98
507/0071,296648.0,568009.0,53
507/0072,296241.0,572484.0,84
507/0078,295403.0,573287.0,90
507/0085,298425.0,567314.0,89
507/0093,293597.0,575215.0,76
507/0094,296092.4353,572757.3691,80
508/0003,266781.0,577409.0,96
508/0004,265094.0,577828.0,93
508/0006,267198.0,579203.0,75
508/0007,272050.0,578201.0,142
508/0011,270122.0,580271.0,94
508/0013,268076.0,579328.0,120
508/0015,273643.0,586590.0,73
508/0016,264321.0,577603.0,77
508/0022,271458.0,580725.0,70
508/0024,278035.3716,582094.7685,77
508/0026,265898.8526,579801.8467,79
508/0036,265106.0,580186.0,87
508/0040,265023.0,575544.0,83
508/0052,264388.0,576549.0,85
508/0056,270139.0,579065.0,72
508/0057,267477.0,579529.0,87
508/0058,267151.0,579404.0,84
508/0061,265659.0,574264.0,76
508/0070,266948.0,575354.0,90
508/0080,264347.0,577259.0,96
509/0004,259636.0,593216.0,69
509/0011,255464.0,594153.0,77
509/0018,253143.2931,599632.2686,76
509/0019,254712.0,593453.0,85
509/0022,265530.0,599008.0,80
509/0024,260306.0,592291.0,73
509/0029,256373.0,592689.0,88
509/0031,259175.0,589756.0,117
509/0035,255917.6128,593237.5599,84
509/0069,260443.9076,596086.4897,76
510/0003,261919.0,589145.0,99
510/0004,262485.0,590425.0,79
510/0005,263130.0,585112.0,73
510/0010,263409.0,583278.0,74
510/0014,264726.9263,592990.2863,81
510/0015,267015.0,590174.0,74
510/0020,261452.0,586252.0,95
510/0032,262440.0,586833.0,70
510/0033,264498.0,581445.0,75
510/0040,261941.0,581071.0,77
510/0042,267932.9096,596431.5659,93
510/0045,263703.0,581810.0,71
510/0046,264135.0,581345.0,87
510/0057,265619.0,582158.0,69
511/0002,258857.0,582374.0,74
511/0003,257819.0,582574.0,91
511/0005,259869.0,582926.0,80
511/0008,260817.0,583289.0,102
511/0010,260753.0621,581936.1873,93
511/0012,261034.0,580117.0,85
511/0022,257773.0,585939.0,72
511/0025,256634.0,580600.0,94
511/0034,263047.0,578408.0,70
511/0039,256677.0,582039.0,114
511/0043,257237.0,574465.0,79
511/0061,263604.0,574899.0,127
512/0001,272714.0,570532.0,88
512/0003,274421.0,576246.0,73
512/0004,273633.0,576665.0,76
512/0005,274247.0,577497.0,102
512/0009,273950.0,573633.0,79
512/0010,274910.0,573540.0,88
512/0015,268509.0,571037.0,93
512/0018,272904.0,577443.0,118
512/0023,275754.0,571111.0,95
512/0024,275257.0,573497.0,76
512/0025,275778.0,574306.0,94
512/0031,271443.0,571288.0,77
512/0032,274173.0,573029.0,78
512/0045,269112.0,570165.0,76
512/0048,270789.3977,573290.8145,73
512/0051,272160.0,569136.0,86
512/0052,271925.0,570216.0,76
512/0053,272289.0,568757.0,70
512/0056,275725.0,572767.0,83
512/0059,268234.0,575125.0,77
512/0066,270391.0,569690.0,92
512/0068,271008.0,569753.0,110
513/0006,261818.0,546011.0,77
513/0008,261891.0,547066.0,96
513/0010,261638.2084,549927.9944,81
513/0012,260266.0,547551.0,76
513/0013,259107.5566,550468.3379,71
513/0014,260857.0,546841.0,94
513/0016,259926.0,548463.0,87
513/0017,262471.0,549343.0,77
513/0019,263891.4723,555659.7497,94
513/0020,260300.0,549007.0,88
513/0021,262984.0,555326.0,75
513/0024,262106.0,549036.0,79
513/0033,264256.0,554196.0,95
513/0034,263612.0,551647.0,69
513/0035,262471.0,549343.0,78
513/0036,264682.0,544765.0,89
513/0039,264788.4425,548865.5501,69
513/0041,264785.0,551034.0,91
513/0044,263394.0,548157.0,74
513/0045,263480.0,546685.0,82
513/0051,264068.0,545828.0,82
513/0052,263989.0,549517.0,73
513/0053,261930.0,552831.0,78
513/0054,264283.0,554554.0,93
514/0002,268760.0,550139.0,74
514/0006,273189.0,551951.0,75
514/0009,271348.0,547569.0,72
514/0011,268229.5861,545900.5596,87
514/0018,270301.0,554112.0,71
514/0021,269502.0,546645.0,71
514/0025,270418.0,546942.0,77
514/0027,271243.0,550556.0,73
514/0030,271003.0,551195.0,74
514/0031,272572.0,551732.0,96
514/0036,274256.8104,553572.5861,72
514/0043,269665.2253,550927.8127,76
515/0001,276495.0,549649.0,73
515/0003,276495.0,549649.0,92
515/0004,275497.0,549245.0,76
515/0008,274424.0,548971.0,71
515/0014,278333.0,552536.0,78
515/0015,279185.0,552868.0,78
515/0017,272199.0,548923.0,76
515/0021,275696.0,546747.0,78
515/0029,275786.0,546027.0,71
515/0031,275266.0,548510.0,93
515/0033,274700.0,548166.0,76
515/0034,274663.0,547276.0,72
515/0043,275273.0,555796.0,73
515/0045,277388.0,550771.0,72
515/0049,277307.0,548442.0,81
515/0052,272663.0,547562.0,95
515/0053,278615.0,551506.0,91
515/0054,277710.0,551986.0,53
515/0058,278366.0,547176.0,71
515/0063,279952.0,548124.0,70
515/0064,279786.0,549940.0,74
515/0065,281762.0,550086.0,74
515/0069,281756.0,548905.0,91
515/0071,280040.0,553813.0,78
515/0073,274076.0,551337.0,90
515/0081,274891.0,554490.0,77
515/0087,276495.0,549649.0,95
516/0008,269197.0,553851.0,86
516/0009,269551.2877,557947.994,119
516/0010,269744.0,556213.0,87
516/0015,271028.0,557944.0,71
516/0019,268276.0,558779.0,69
516/0025,268028.4212,555931.4851,73
516/0027,271028.0,557944.0,75
516/0028,266920.0,557303.0,96
516/0030,268206.0768,559414.9695,91
516/0031,270164.0,558962.0,71
516/0032,268869.0,557344.0,99
516/0033,269868.884,556851.0584,71
516/0034,271028.0,557944.0,79
516/0043,271939.7367,559997.1105,99
516/0046,266920.0,557303.0,94
516/0048,269211.0,560672.0,104
516/0051,269744.0,556213.0,77
517/0002,266769.3934,554924.6996,91
517/0003,266501.0,554050.0,97
517/0007,265713.0,552074.0,91
517/0012,266504.0,550540.0,91
517/0015,265475.0,555665.0,71
517/0024,266430.0,553321.0,80
517/0033,267193.0,554699.0,103
517/0034,265365.0,559403.0,74
517/0035,265922.0,558049.0,95
517/0036,265595.0,557372.0,81
517/0038,267193.0,555880.0,89
517/0043,266150.0,555056.0,69
517/0051,266504.0,550540.0,75
517/0053,265626.0,555759.0,83
517/0058,265373.6421,553771.2811,98
518/0009,304318.0,640064.0,107
518/0011,307808.0,642133.0,79
518/0012,303869.0,637074.0,116
518/0013,303830.0,639675.0,98
518/0015,306095.0,639206.0,108
518/0017,307147.0,642221.0,92
518/0018,305649.0,637585.0,96
518/0019,304083.0,638787.0,114
518/0039,304915.0,638421.0,96
518/0041,302910.0,638922.0,93
518/0065,304271.0,639780.0,103
518/0077,302765.0,637807.0,120
518/0078,304612.0,639418.0,102
519/0002,293925.0,639249.0,73
519/0004,289774.0,639437.0,97
519/0008,290504.0,638152.0,94
519/0009,288106.0,636906.0,104
519/0014,294354.0,635728.0,76
519/0015,290749.0,637280.0,100
519/0016,290464.0,639378.0,109
519/0020,287925.9829,634891.7454,108
519/0022,287974.0,635826.0,93
519/0023,288489.0,637876.0,97
519/0024,289925.0,639721.0,129
519/0026,290890.0,639762.0,109
520/0001,297861.0,640519.0,91
520/0004,296290.0,639736.0,146
520/0006,297486.0,640690.0,95
520/0007,297086.0,640930.0,98
520/0009,297158.0,638115.0,138
520/0015,298293.0,635966.0,91
520/0016,296142.0,637089.0,77
520/0017,297399.0,637402.0,94
520/0030,296562.0,637823.0,99
521/0001,296175.0,620311.0,110
521/0003,294721.2676,622325.0355,90
521/0010,296607.0,615169.0,82
521/0012,296885.0,619680.0,76
521/0013,292719.0,609550.0,88
521/0014,291178.7653,619230.0902,86
521/0016,293264.4783,612828.2544,71
521/0018,296322.0,605459.0,72
521/0019,293278.0,621078.0,75
521/0020,291413.7192,616110.4927,80
521/0026,297273.0,622616.0,79
521/0028,295871.0,612771.0,73
521/0030,293613.0,623353.0,110
521/0032,294976.4522,608299.3012,73
521/0033,300515.5038,618944.4302,80
521/0034,294511.1179,618443.9518,90
521/0036,302441.3051,621148.6601,87
521/0041,298327.0,609063.0,76
521/0044,292810.0,617352.0,93
521/0063,295205.0,612927.0,98
522/0002,288770.0,624057.0,97
522/0007,291411.0,623601.0,88
522/0014,286386.0,622398.0,79
522/0015,287494.0,620972.0,78
522/0020,287695.0,622312.0,78
522/0021,288290.0,621906.0,77
522/0027,284892.0,621674.0,75
522/0028,285117.0,621952.0,96
522/0029,292764.0,623136.0,77
522/0031,277934.5003,621662.6546,81
522/0033,283886.0,621314.0,76
522/0037,293164.0,624280.0,76
523/0001,302252.0,635441.0,119
523/0002,302922.0,630882.0,77
523/0005,302611.0,633993.0,81
523/0006,302611.0,633993.0,93
523/0014,303891.0,635055.0,98
523/0018,303704.0,632893.0,94
523/0022,303098.0,635496.0,103
524/0001,302083.0,643628.0,99
524/0007,303040.0,642790.0,101
524/0009,302728.0,642762.0,124
524/0011,303427.0,642005.0,107
524/0013,298240.0,643304.0,123
524/0017,298716.0,639060.0,97
524/0021,299588.0,639778.0,99
524/0025,303524.0,643789.0,93
524/0026,301542.0,641856.0,101
524/0027,302256.3513,641540.466,104
524/0028,299245.0,639550.0,90
524/0029,298692.0,642711.0,107
524/0030,299255.0,641387.0,94
524/0031,300130.0,637300.0,135
524/0048,300623.0,641268.0,103
525/0001,295123.0,643381.0,102
525/0005,292986.0,642832.0,95
525/0011,293963.0,643289.0,112
525/0013,292668.0,641576.0,108
525/0017,296454.0,641948.0,110
525/0020,293537.0,642931.0,99
526/0004,298367.0,633880.0,96
526/0009,301416.0,636232.0,90
526/0018,297119.0,633896.0,83
526/0019,300110.4015,634643.4957,79
526/0021,298645.0,634430.0,99
526/0035,299993.0205,636490.9189,104
527/0001,298211.0,632015.0,93
527/0004,297927.0,630610.0,97
527/0005,296540.0,629616.0,78
527/0007,298828.0,632951.0,89
527/0012,298518.0,630134.0,96
527/0014,293987.0,626068.0,90
527/0017,299517.0,632286.0,96
528/0004,296849.0,633339.0,75
528/0005,296615.3515,632693.4832,98
528/0006,292987.0,630666.0,102
528/0007,294330.0,628581.0,100
528/0008,293620.0,632706.0,100
528/0009,297533.0,631524.0,98
528/0010,294119.0,627919.0,92
528/0011,294119.0,627919.0,92
528/0012,291190.0,632198.0,80
528/0013,295701.0,629600.0,82
528/0014,292811.0,626272.0,75
528/0018,293786.0,631731.0,91
528/0024,292212.0,633418.0,77
528/0027,294685.0,632401.0,91
528/0041,292987.0,630666.0,79
529/0001,278589.0,628507.0,96
529/0005,279324.0,627710.0,100
529/0008,277471.0,628016.0,98
529/0013,283390.0,630320.0,96
529/0016,281556.0,628770.0,89
529/0017,282338.0,625728.0,70
529/0018,286069.0,632957.0,95
529/0023,277471.0,628016.0,92
529/0024,286239.0,633032.0,92
529/0026,282650.0,630490.0,93
529/0033,283572.0,630765.0,82
529/0042,281556.0,628770.0,92
529/0045,279652.0,626942.0,92
530/0001,280779.0,643989.0,98
530/0003,282314.0,642647.0,102
530/0004,281718.0,644009.0,102
530/0022,277584.0,634588.0,80
530/0025,284403.0,635242.0,112
530/0028,283103.0,635427.0,146
530/0031,282919.0,634281.0,108
530/0036,273974.0,635243.0,98
530/0043,280411.0,640202.0,121
530/0069,287404.0,637650.0,94
530/0076,287447.0,642107.0,116
530/0086,286607.0,640504.0,100
530/0089,289210.0,639682.0,96
530/0098,287825.0,638539.0,97
530/0102,285814.0,643341.0,98
530/0108,286647.0,640990.0,94
530/0109,284207.0,642498.0,88
530/0110,280291.0,639088.0,87
530/0115,284820.0,642864.0,110
530/0116,288053.0,638751.0,130
530/0127,280291.0,639088.0,82
530/0135,276932.0,641991.0,146
530/0159,280291.0,639088.0,97
530/0167,279897.0,641476.0,97
530/0182,284409.0,639404.0,94
530/0183,282704.0,638695.0,98
530/0188,280291.0,639088.0,117
530/0193,280525.0,639047.0,111
530/0201,276513.0,639729.0,94
530/0202,276904.0,638830.0,112
530/0205,282059.0,641531.0,146
530/0209,277186.0,637120.0,85
530/0217,273175.8181,636822.9886,95
530/0221,280291.0,639088.0,121
530/0223,280767.0,642336.0,99
530/0225,280411.0,640202.0,92
530/0226,281798.0,642191.0,144
530/0232,279728.7378,638417.8654,73
530/0235,284877.0,639931.0,107
530/0246,285287.0,639703.0,104
530/0250,280110.0,638514.0,101
530/0252,278584.0,638793.0,116
530/0256,278786.0442,641718.7949,122
530/0258,284530.0,639374.0,98
530/0265,278846.0,637409.0,131
530/0280,279828.0,639404.0,87
530/0283,277408.0,644425.0,94
530/0379,277945.0,635543.0,95
530/0387,277199.0,641729.0,79
530/0391,277569.0,641896.0,114
530/0402,275521.9782,636832.1806,122
530/0405,280978.0,638326.0,73
531/0010,287797.0,650995.0,143
531/0011,289995.0,648656.0,113
531/0013,281769.0,651137.0,112
531/0014,289276.0,648533.0,91
531/0021,288905.0,649584.0,109
531/0032,286523.0,649222.0,109
531/0076,283575.0,648728.0,117
531/0108,285732.0,650704.0,100
531/0110,281349.0,650512.0,119
531/0116,285277.0,651495.0,109
531/0118,285727.0,652650.0,129
531/0129,289276.0,648533.0,130
531/0132,282452.0,651397.0,131
531/0144,285594.0,649059.0,115
531/0153,289270.0,651927.0,129
531/0232,280826.0,651106.0,132
532/0004,298011.0,644824.0,94
532/0009,299105.0,647593.0,95
532/0012,299781.0,646134.0,119
532/0018,297075.0,655237.0,111
532/0019,299184.0,649506.0,98
532/0023,298227.0,646581.0,101
532/0031,298208.0,652534.0,95
532/0034,296058.0,650021.0,129
532/0038,301081.0,654845.0,123
532/0041,300833.0,651920.0,107
532/0048,301536.0,647133.0,75
532/0053,298921.2993,654189.2136,96
532/0056,298511.0,653776.0,89
532/0060,299549.0,654115.0,97
532/0066,296789.0,651185.0,127
532/0070,296132.0,653566.0,128
532/0079,302766.7699,645081.3802,147
532/0092,302828.0,654475.0,108
532/0096,298407.0,651409.0,130
532/0102,301233.0,645960.0,113
532/0109,300420.0,656566.0,110
532/0120,294361.0,649217.0,128
533/0001,294711.0,647544.0,130
533/0002,291695.0,652076.0,125
533/0005,291560.0,650623.0,122
533/0006,291608.0,647809.0,104
533/0008,294119.0,646457.0,117
533/0009,291086.0,647113.0,112
533/0022,294291.0,644882.0,127
533/0026,292360.0,650869.0,90
533/0027,290799.0,647988.0,94
533/0028,293195.0,650087.0,99
533/0031,295546.0,645018.0,96
533/0039,295710.0,645083.0,78
533/0065,290897.0826,653716.9532,130
534/0017,309438.0,645056.0,105
535/0001,305896.0,648515.0,95
535/0002,304347.0,647891.0,90
535/0004,307408.0,648182.0,102
535/0007,308456.0,649240.0,91
535/0011,303916.0,647365.0,119
535/0016,301870.3134,645269.1945,82
535/0017,304242.9045,652941.4221,99
536/0005,288979.0,643338.0,110
536/0010,284329.0,645363.0,110
536/0026,287052.0,645916.0,136
536/0047,288448.0,644653.0,87
536/0049,289052.6316,644610.3998,112
536/0053,289219.0,641409.0,104
536/0151,287281.0,645170.0,100
537/0001,305960.0,646297.0,95
537/0002,305883.0,645608.0,108
537/0004,304531.0,643823.0,99
537/0014,307331.0,643915.0,96
537/0016,305715.0,644047.0,112
537/0021,306302.0,643560.0,129
537/0023,305381.0,645176.0,97
537/0025,306185.0,643429.0,125
537/0032,304912.0,642816.0,101
538/0006,266942.0,643931.0,97
538/0007,267111.0,643824.0,118
538/0008,271495.0,641868.0,124
538/0011,271211.0,641697.0,114
538/0013,267168.0,644129.0,90
538/0017,265008.0,642615.0,115
538/0022,266611.0,638352.0,114
538/0033,268694.0,641276.0,97
538/0060,274855.0,641608.0,96
538/0065,270490.0,643923.0,140
538/0080,268533.0,639513.0,108
538/0081,267906.0,641798.0,111
538/0087,263967.9498,637404.8793,96
538/0091,264400.0,636345.0,107
538/0092,262275.0,641393.0,104
538/0096,274780.0,640698.0,94
538/0111,268942.0,645971.0,91
538/0125,268974.0,643027.0,108
538/0151,272118.0,641861.0,108
538/0155,269785.0,642403.0,109
538/0160,266080.9371,642584.731,70
538/0163,269584.0,645224.0,101
538/0167,271906.332,644975.261,121
538/0168,270405.0,646994.0,87
538/0171,270244.0,642180.0,99
538/0180,271096.5008,646289.7095,98
538/0181,273994.0,641638.0,109
538/0182,269290.0,643509.0,97
538/0189,270597.0,647122.0,96
538/0191,272208.0,640960.0,107
538/0243,264570.0,640135.0,125
538/0248,265383.0,638179.0,114
538/0250,265309.3194,639130.7546,103
539/0005,279977.0,648659.0,88
539/0006,279142.7871,646478.5582,107
539/0007,278233.0,649226.0,125
539/0011,276782.0,646845.0,135
539/0024,278058.0,649716.0,121
539/0027,277767.0,648001.0,101
539/0033,281318.0,648632.0,106
540/0025,264852.0,650497.0,114
540/0033,271873.0,646971.0,99
540/0035,271804.0,648231.0,118
540/0039,272652.0,648475.0,130
540/0056,267644.0,649412.0,96
540/0067,271609.0,648349.0,113
541/0009,269130.0,651606.0,114
541/0010,271873.0,651948.0,117
541/0016,272892.0,649609.0,117
541/0032,269793.0,651836.0,125
541/0041,274849.0,649772.0,132
541/0043,275836.0,653431.0,133
541/0051,273502.0,651436.0,94
541/0059,270979.0,648662.0,96
541/0066,273736.0,650283.0,118
541/0101,271432.0,649386.0,118
542/0003,275023.0,642528.0,112
542/0004,276761.0,645003.0,142
542/0020,274545.0,642457.0,121
542/0021,274397.0,644085.0,106
542/0029,275892.0,649008.0,95
542/0044,274813.0,643543.0,118
542/0048,274796.0,642131.0,95
542/0055,274294.0,646276.0,94
544/0010,262389.0,650238.0,128
544/0046,262962.0,648258.0,104
544/0050,265952.0,646869.0,109
544/0053,260421.9913,650525.2207,108
544/0059,266386.0,648097.0,105
544/0062,266054.0,647976.0,99
544/0064,258095.5442,653082.1582,105
544/0067,258820.0,654659.0,129
544/0094,264454.0,649078.0,104
544/0124,261008.0,644744.0,129
544/0133,259616.0,652424.0,123
544/0144,264454.0,649078.0,131
546/0010,280972.0,656908.0,111
546/0095,284789.0,656127.0,110
546/0111,284443.0,655006.0,105
548/0004,285557.0,666284.0,94
548/0008,285575.0,664307.0,131
548/0019,285600.0,662323.0,110
548/0023,290908.0,666200.0,114
548/0050,280334.0,660019.0,108
548/0080,280490.0,660246.0,127
548/0083,283755.0,661638.0,105
548/0092,280877.0,663444.0,113
548/0104,283331.0,657746.0,128
548/0143,281560.0,661452.0,104
557/0088,276066.0,663110.0,103
558/0007,314455.1867,660423.84,116
558/0020,315052.0,662556.0,99
558/0037,317386.0,665456.0,114
558/0043,318728.0,666143.0,97
560/0020,314416.0,668740.0,94
561/0040,308626.0,661281.0,142
562/0023,308751.0,660072.0,102
563/0010,336190.0,658153.0,104
563/0022,336263.0,657962.0,99
563/0028,337381.0,658608.0,102
563/0031,334703.0,658337.0,95
563/0034,338546.0622,659585.3099,105
564/0018,339494.2198,658896.3894,103
564/0023,339113.0,665672.0,114
564/0029,341473.6416,660903.652,95
565/0014,341302.6841,658946.3446,107
566/0009,344305.0,656121.0,97
566/0011,341924.0,655900.0,112
566/0017,344816.0,658322.0,147
567/0001,339330.0,652877.0,114
567/0004,333865.0,651644.0,130
567/0006,339330.0,652877.0,148
567/0007,338944.0,654443.0,116
567/0010,340438.0,655528.0,98
567/0011,340906.0,653793.0,106
567/0013,338405.7149,650458.2074,103
568/0001,343766.0,650582.0,88
568/0004,346657.0,644711.0,90
568/0005,345300.0,643298.0,91
568/0007,342397.0,649459.0,97
568/0009,342288.0,652160.0,73
568/0011,344702.0,647745.0,100
568/0012,342374.0,650218.0,94
568/0013,342397.0,649459.0,102
568/0014,346984.611,646805.3439,97
568/0015,343645.0,647971.0,108
568/0016,345216.0,641934.0,97
568/0017,345475.0,645892.0,87
568/0018,346522.0,645760.0,86
568/0020,343985.0,649304.0,95
568/0023,343119.0,649152.0,109
568/0024,342147.5716,641553.7935,73
568/0030,338989.0,649098.0,96
568/0031,343795.0,647834.0,112
568/0034,347415.2887,643698.9764,95
569/0001,328039.0,654050.0,100
569/0004,331493.0,656670.0,111
569/0005,330106.0,655087.0,101
569/0008,332883.0,657250.0,95
569/0011,329211.7373,650081.1732,101
569/0015,330824.0,653017.0,124
570/0028,326188.0,658596.0,97
578/0003,325134.0,658367.0,94
578/0004,321996.0,655269.0,100
578/0006,318439.0,660250.0,107
578/0017,316841.0,657816.0,96
578/0030,319725.0,657427.0,104
578/0033,321722.0,660901.0,102
