cph,x,y,infDay
578/0037,320317.0,658896.0,100
578/0038,323588.0,658066.0,109
578/0039,327158.0,656931.0,91
578/0062,321722.0,660901.0,109
585/0001,304377.0,656027.0,96
585/0035,304526.0,655742.0,92
585/0038,304526.0,655742.0,94
585/0058,302303.6121,665327.2477,108
585/0059,299487.0,661585.0,99
585/0069,303323.0,660957.0,119
635/0003,307668.4582,628593.9805,93
635/0004,306278.0,635186.0,99
635/0005,309315.0,636169.0,92
635/0006,310895.0,636496.0,80
635/0007,311778.0,637674.0,87
635/0008,310148.0,635173.0,93
635/0010,308942.0,633731.0,96
635/0014,307571.0,634022.0,95
635/0015,304210.0,635529.0,129
635/0020,304994.6627,635595.0957,82
635/0027,310244.0,636586.0,83
635/0030,310131.0,632997.0,94
635/0032,310194.0,640624.0,81
635/0038,307570.0,634022.0,74
635/0039,311402.0,637095.0,104
635/0040,308942.0,633731.0,77
635/0055,306743.581,629879.7669,90
635/0058,310131.0,632997.0,87
636/0004,314221.0,634832.0,109
636/0005,314862.1084,631832.9453,73
636/0006,312090.0,629715.0,79
636/0007,310546.0,628107.0,69
636/0008,311186.0,628724.0,83
636/0009,315623.0,634978.0,114
637/0001,307025.0,640065.0,102
637/0012,307169.0,638126.0,99
637/0013,308955.0,637746.0,86
637/0014,309109.0691,641483.0208,75
637/0017,307963.0,639635.0,98
637/0018,308708.3113,639097.9907,100
638/0003,313479.0,620390.0,81
638/0004,305079.0,614987.0,80
638/0009,310806.0,618250.0,73
638/0016,311186.0,626080.0,79
639/0001,331864.0543,643812.6461,102
639/0003,333566.0,641739.0,98
639/0005,338972.0,638812.0,100
639/0006,335036.6018,645197.7062,98
639/0010,336923.0,637706.0,96
639/0011,334387.0,637175.0,111
639/0022,331921.0,637038.0,103
639/0026,339294.6167,637724.8083,102
639/0029,333566.0,641739.0,95
639/0031,332923.0,642852.0,92
640/0006,327984.0,638161.0,92
640/0008,328551.932,632232.844,92
640/0009,331932.0,633785.0,96
640/0011,332922.0,634061.0,86
640/0012,333085.0,634683.0,89
640/0013,336489.0,636686.0,81
640/0016,332205.0,633923.0,92
640/0018,333248.0,634612.0,98
641/0006,312181.0,644399.0,120
641/0007,310804.0,643995.0,123
641/0008,312044.0,645067.0,91
641/0009,311342.0,643157.0,97
642/0001,316111.0,647834.0,98
642/0013,318438.0,650100.0,112
642/0014,319143.0,651103.0,122
642/0017,314588.0,644522.0,99
642/0018,318137.0,648586.0,101
642/0026,320911.0,653383.0,107
642/0027,321552.0,651753.0,100
642/0030,317531.0,649270.0,91
642/0031,316638.0,645150.0,91
642/0033,316287.0,647393.0,95
642/0040,316304.0,643464.0,90
642/0055,318633.0,651993.0,148
643/0003,312865.0,649282.0,95
643/0004,314323.0,653543.0,102
643/0005,311366.0,654254.0,104
643/0007,314169.0,646164.0,78
643/0012,313346.0,652790.0,100
643/0020,312523.0,647882.0,97
643/0023,316214.0,652500.0,92
643/0025,309877.0,648987.0,113
643/0035,311893.805,656589.2143,113
643/0036,314989.0,651884.0,91
643/0037,312865.0,649282.0,91
643/0042,315241.0,652807.0,127
643/0043,310461.5805,650410.9949,95
643/0044,312767.0,651753.0,105
643/0048,315442.0,655651.0,114
643/0050,313274.0,651337.0,110
643/0089,311789.1031,647000.5885,80
644/0001,323751.0,648820.0,95
644/0005,326208.0,646059.0,110
644/0010,323419.0,645694.0,79
644/0011,321898.0,645539.0,111
644/0012,323856.0,643590.0,96
644/0019,325550.0,651644.0,94
644/0020,324899.0,655505.0,115
644/0021,323689.3881,652166.5283,110
644/0024,326234.3543,647915.4283,96
644/0027,323595.0,649488.0,92
644/0028,324041.0,648136.0,99
644/0029,323423.0,646597.0,91
644/0032,321651.0,649089.0,100
644/0040,324836.4897,654467.2502,104
645/0002,320124.0,641008.0,94
645/0004,318786.0,642092.0,75
646/0003,320803.0,632339.0,140
646/0005,323033.0,636417.0,82
646/0006,320845.0,635923.0,87
646/0007,320876.0,633852.0,77
646/0008,320803.0,632339.0,92
646/0010,319555.0,627682.0,89
646/0011,323142.0,638632.0,91
646/0012,320798.0,639303.0,78
646/0015,320877.0,633853.0,94
647/0020,327374.0,640460.0,93
647/0021,324508.0,642180.0,123
647/0022,326501.0,637737.0,89
647/0024,326501.0,637737.0,95
647/0028,323035.664,637740.9276,79
647/0029,326394.0,639130.0,96
647/0030,322519.0,642484.0,89
647/0031,324815.0,643194.0,96
647/0034,323561.0,640938.0,91
647/0041,321926.4552,640058.1468,100
647/0043,324095.0,639433.0,76
647/0045,323848.0004,641818.8274,89
647/0049,324592.0,643213.0,96
648/0002,317687.0,636138.0,105
648/0003,312866.0,635515.0,70
648/0004,317379.815,640557.3299,92
648/0005,315647.0,635760.0,71
648/0006,317514.0,637063.0,78
648/0008,317130.0,641819.0,94
648/0010,318126.8488,636159.4122,98
648/0011,315513.0,637323.0,96
653/0043,299312.0,713767.0,112
721/0004,251211.0,649218.0,108
721/0010,259448.0,650223.0,101
721/0011,255811.0,654134.0,102
721/0014,255908.0,649732.0,117
721/0017,260187.0,649118.0,122
721/0023,254850.0,652761.0,111
721/0026,255498.0,650045.0,133
721/0027,258593.0,651264.0,145
721/0043,253172.0,651239.0,124
723/0018,255005.0,654948.0,104
723/0035,250889.0,655558.0,103
723/0052,250192.0,654194.0,104
723/0057,256586.0,656230.0,99
723/0102,250079.0,653354.0,148
724/0013,250065.0,657369.0,124
724/0060,240247.0,655469.0,146
724/0089,244407.0,657984.0,129
724/0092,248856.0,658871.0,132
724/0098,248017.0,657993.0,132
725/0006,242712.0,658299.0,115
725/0104,249665.0,660535.0,106
726/0010,244158.0,669824.0,106
729/0022,237734.0,666348.0,126
729/0037,242213.0,667056.0,132
730/0029,243317.1582,665397.0267,108
731/0004,233844.0,661422.0,129
731/0024,239442.0,659081.0,124
731/0035,236996.0,656847.0,132
731/0137,235138.0,663534.0,110
734/0032,234973.0,666124.0,119
734/0072,235169.0,668797.0,99
734/0102,234210.0,667520.0,135
769/0002,344647.0,595426.0,76
769/0003,352165.0,596656.0,70
769/0004,355545.0,595583.0,74
769/0005,347771.0,597025.0,70
769/0008,356321.0,595813.0,72
769/0010,350406.0,595887.0,77
769/0011,352165.0,596656.0,77
769/0012,352383.0,591269.0,76
769/0015,348792.0,589545.0,73
769/0017,346587.0,581534.0,71
769/0018,350278.0,592386.0,72
769/0019,351425.0,590561.0,70
769/0023,347241.0,583817.0,62
769/0028,348391.0,584635.0,52
769/0029,347203.0,583163.0,62
769/0031,344559.6884,596474.1579,120
769/0032,347032.0,598211.0,61
769/0038,348877.0,588017.0,96
769/0039,350459.0,587730.0,79
769/0040,356321.0,595813.0,78
769/0042,346418.0,597176.0,70
769/0043,349413.0,592546.0,69
769/0051,345648.0,580067.0,80
769/0055,350126.7975,599841.4939,79
769/0056,356321.0,595813.0,74
769/0073,350668.0,594679.0,86
769/0075,350881.0473,586528.5715,79
769/0089,348566.2593,590519.8941,84
769/0118,348327.0,587506.0,71
769/0156,349076.0038,586497.6958,90
770/0002,353203.0,610374.0,72
770/0007,353196.0,615523.0,99
770/0008,355622.0,616575.0,90
770/0013,352858.0,616205.0,79
770/0016,356015.0,617878.0,98
770/0018,350926.0,611059.0,75
770/0021,353909.0,613884.0,85
770/0024,355749.0,615903.0,76
770/0025,354849.0,616810.0,94
770/0029,355419.0,614527.0,74
770/0032,352701.0,609930.0,95
770/0034,352379.0,614934.0,114
770/0045,358639.912,616131.8386,73
770/0049,351796.0,609218.0,69
770/0053,349539.0,606791.0,72
770/0054,354950.0,613697.0,89
770/0069,352502.0,614656.0,85
770/0089,351456.0,604264.0,98
770/0104,352701.0,609930.0,79
771/0003,345746.0,610861.0,91
771/0006,349104.0,614968.0,71
771/0012,347247.0,608908.0,87
771/0013,346941.0,611023.0,72
771/0016,349938.0,612013.0,78
771/0033,349868.0,618572.0,84
771/0036,347075.2272,613634.7717,78
771/0037,348423.0,618004.0,87
771/0038,351865.0,618108.0,70
771/0046,348074.0,615657.0,105
771/0048,349539.0,616154.0,96
771/0052,349104.0,614968.0,128
771/0055,347305.0,616645.0,94
771/0056,350196.0,614737.0,102
771/0058,351289.0,620282.0,87
771/0060,346853.0,616649.0,100
771/0062,353632.0,618357.0,88
771/0063,352753.0,617556.0,103
771/0078,348626.0,610361.0,71
771/0079,349539.0,616154.0,100
772/0001,340519.0,615032.0,103
772/0002,337184.0,611569.0,89
772/0004,340519.0,615032.0,81
772/0007,343727.0,614129.0,93
772/0008,344659.0828,613360.5579,92
772/0011,344779.0,612115.0,86
772/0014,343439.0,615718.0,75
772/0015,337916.0,610936.0,74
772/0017,342340.0,610877.0,75
772/0018,342471.0,612517.0,75
772/0026,341435.0,613226.0,78
772/0028,342352.0,614208.0,93
772/0029,343063.0,614309.0,93
772/0035,338790.7787,611177.1353,113
772/0036,345802.0,614038.0,73
772/0044,344931.0,614887.0,70
773/0003,339318.0,605083.0,69
773/0004,335808.0,598561.0,71
773/0006,342322.0,607441.0,71
773/0008,343862.0,608603.0,72
773/0011,343893.0,609415.0,91
773/0014,340694.0,605658.0,77
773/0015,338872.0,602904.0,71
773/0016,345144.0,609359.0,74
773/0017,344460.0,608169.0,71
773/0021,346615.0,604381.0,79
773/0022,343577.0,601407.0,67
773/0023,344728.0,602861.0,74
773/0033,340803.0,604663.0,91
773/0034,347406.0,605662.0,86
774/0003,360719.0,624541.0,108
774/0007,366024.7755,625268.9081,92
774/0010,360094.0,626013.0,104
774/0012,361595.0,624416.0,101
774/0013,359224.8835,628068.4039,89
774/0014,357960.9046,627388.1069,89
774/0016,359068.0,626026.0,115
774/0023,359955.0,624983.0,91
774/0043,360871.0,626169.0,78
774/0049,362776.0,626252.0,101
774/0070,358211.0,626135.0,99
775/0001,360076.0,618160.0,80
775/0004,361881.0,620330.0,73
775/0005,360614.0,619765.0,107
776/0007,367630.0,627308.0,93
776/0011,367641.0,625961.0,87
776/0013,367633.0,624159.0,131
776/0019,368883.0,624872.0,96
777/0002,358876.4409,609707.3937,122
777/0003,358410.0,613110.0,70
777/0004,358441.0,609722.0,70
777/0005,358093.0,614465.0,73
777/0006,354853.0,609154.0,76
777/0010,356797.0,611902.0,84
777/0011,356536.0,608326.0,77
777/0016,356876.0,608780.0,76
777/0017,357234.0,610455.0,94
777/0022,360171.0,612745.0,74
777/0024,356536.0,608326.0,91
777/0028,358791.0,612011.0,83
777/0031,361065.0,614471.0,113
777/0034,359627.0,617005.0,116
777/0047,354876.9532,611429.5909,75
778/0002,364542.0,618128.0,132
778/0007,364856.0,622820.0,90
778/0011,362843.0,616631.0,99
778/0012,367108.0,616425.0,92
778/0014,365487.0,622572.0,92
778/0022,362952.0,620953.0,119
778/0024,362860.0,623096.0,118
778/0026,372051.6505,613872.9836,88
778/0027,370244.278,611981.5113,93
778/0028,364608.0,617487.0,93
778/0031,370073.0,611520.0,92
778/0039,366710.0,621878.0,71
778/0044,365273.0,620040.0,88
778/0045,364183.0,618661.0,104
778/0054,367659.0,616898.0,80
778/0056,365817.0,616991.0,75
778/0065,368296.0,615019.0,80
778/0123,366395.0,622820.0,118
778/0127,364655.0,618768.0,96
778/0146,373043.0,610789.0,93
779/0001,357825.0,619967.0,88
779/0012,352675.987,619508.9435,70
779/0013,354647.0,620194.0,81
780/0001,374988.0,608478.0,70
780/0002,374637.921,611888.8738,93
780/0004,373135.0,616974.0,89
780/0005,374988.0,608478.0,91
780/0006,370900.3351,616816.1615,100
780/0007,374309.0,614012.0,94
780/0008,370345.0,619991.0,109
780/0009,373219.0,620459.0,90
780/0012,373135.0,613543.0,76
780/0013,370742.0,613908.0,92
780/0014,370514.0,621917.0,92
780/0018,369792.0,618309.0,120
780/0022,373359.0,614654.0,112
780/0031,369544.0,619432.0,84
781/0001,359850.6802,608871.3078,92
781/0005,365294.0,616039.0,78
781/0006,365429.0,614738.0,94
781/0008,364983.0,611079.0,90
781/0009,362710.0,612782.0,77
781/0010,366289.0,612169.0,82
781/0012,362460.0,609210.0,89
781/0013,359084.0,606333.0,98
781/0015,361037.0,611028.0,76
781/0022,370260.0,608933.0,103
781/0023,363987.0,613936.0,98
781/0025,361723.0,612985.0,90
781/0027,361037.0,611028.0,76
781/0028,363079.0,609193.0,97
781/0039,366163.2047,615310.5313,125
781/0049,364295.0,613752.0,88
781/0052,367381.0,608959.0,134
782/0015,369017.0,627653.0,91
782/0018,372692.0,625777.0,100
782/0023,370548.0,626867.0,103
783/0002,372638.0,637452.0,139
783/0003,373597.0,636832.0,89
783/0007,374993.0,635720.0,95
783/0009,374766.0,636771.0,108
784/0002,378290.0,617047.0,80
784/0003,376093.0,619849.0,117
784/0004,377297.0,614754.0,94
784/0007,381031.5709,616474.0635,89
784/0008,376218.7733,616722.9107,95
784/0009,375451.9251,618881.5472,75
784/0010,378881.0,622674.0,98
784/0012,377579.54,616748.3691,95
784/0014,375789.9294,621982.8661,88
784/0015,378938.0,617090.0,102
784/0016,375352.0,615674.0,102
784/0017,374656.4823,620186.2283,94
785/0005,371783.1527,635758.8613,115
785/0020,372465.0,635834.0,124
785/0031,371608.0,632829.0,117
786/0003,377232.0,626585.0,109
786/0006,376434.0,626779.0,107
786/0010,380819.0,631115.0,92
786/0013,380545.0,632341.0,107
786/0014,378262.0,629349.0,99
786/0015,376619.5485,628943.8735,97
787/0001,367598.0,633957.0,129
788/0003,381672.0,620661.0,105
788/0005,385434.0,617950.0,101
788/0009,381619.0,622466.0,97
788/0011,381320.0,620811.0,102
788/0014,385442.0,618579.0,91
788/0017,380417.0,626199.0,101
788/0018,381466.0,624808.0,91
788/0020,378072.0,622630.0,103
788/0021,377849.0,620923.0,101
788/0023,375938.0,625070.0,122
788/0025,380316.0,625081.0,78
788/0027,380836.0,623208.0,95
788/0028,381552.54,619708.2773,92
788/0030,379828.0,627983.0,136
789/0002,366698.0,636001.0,94
789/0005,364187.0,634775.0,115
789/0007,366449.0,636345.0,123
789/0009,365380.0,634890.0,99
790/0004,377354.0,635641.0,111
790/0005,377123.0,637228.0,107
790/0011,375480.0,633550.0,112
790/0014,378771.0,632932.0,91
791/0001,370623.8557,637962.3353,102
791/0002,373125.4199,639772.9742,124
791/0003,371310.0,639208.0,113
791/0004,370763.0,639700.0,134
791/0006,369149.0,638883.0,134
792/0010,381577.5874,627886.6702,101
792/0011,381013.0,629261.0,87
792/0013,382754.0,629838.0,92
792/0014,383927.0,629665.0,102
792/0016,384112.0,626989.0,124
793/0001,356052.0,627438.0,90
793/0002,351274.1777,628521.6942,94
793/0003,354682.0,630452.0,98
793/0004,352129.0,627241.0,96
793/0023,353709.0,627136.0,94
793/0035,353789.0,628911.0,89
794/0008,350304.0,625051.0,72
794/0013,356459.6259,623287.119,98
794/0018,351217.0,623113.0,90
794/0021,350640.0,621901.0,88
794/0029,355286.0,623718.0,93
794/0050,355203.0,623450.0,96
796/0001,354044.0,645174.0,97
796/0002,351750.0,633997.0,99
796/0007,355361.0,642201.0,100
796/0020,352772.0,640575.0,114
796/0026,356536.0,638296.0,86
796/0037,356185.0,639372.0,90
796/0046,348316.0,637913.0,94
796/0050,356241.0,635732.0,101
796/0059,348717.0,643423.0,99
796/0063,356730.0,636915.0,99
796/0069,349334.0,642171.0,101
796/0070,350837.0,641306.0,96
796/0074,357061.0,632915.0,97
796/0075,351854.0,638007.0,97
796/0080,351105.0,642817.0,96
796/0087,357489.0,634810.0,112
796/0116,349340.0,641014.0,97
796/0138,353407.1404,637260.9817,90
796/0152,350828.0,636970.0,95
796/0155,356377.0,639472.0,140
796/0158,350247.0,639730.0,73
797/0006,368933.0,629485.0,90
797/0011,370508.0,631217.0,119
797/0015,369713.0,630945.0,101
797/0019,371311.0,628848.0,101
797/0028,365265.0,628949.0,102
798/0003,356844.0,628226.0,94
798/0011,357169.3686,628969.253,98
798/0016,357139.0,629822.0,91
798/0021,357836.9145,630962.3658,96
798/0027,359974.0,630102.0,125
799/0002,340249.0,640821.0,94
799/0003,342160.0,637986.0,90
799/0005,345733.0,632759.0,94
799/0009,342585.0,636897.0,113
799/0010,346247.0,638212.0,97
799/0014,341864.0,633179.0,80
799/0018,345290.0,632860.0,85
799/0019,345194.0,636561.0,97
799/0023,344400.0,636824.0,132
800/0001,348380.0,633808.0,101
800/0004,348380.0,633808.0,76
800/0011,348016.0,635919.0,99
800/0012,351720.0,629999.0,97
800/0022,349096.0,630862.0,98
800/0025,349673.0,631289.0,103
800/0042,349417.5288,631365.0721,106
801/0003,346774.0,629667.0,100
801/0004,348062.0,627467.0,101
801/0006,341980.0,625985.0,78
801/0007,343803.0,626407.0,95
801/0008,342281.0,629598.0,89
801/0009,342599.0,627811.0,96
801/0010,342599.0,627811.0,91
801/0011,343689.0,627925.0,85
801/0018,345198.0,627176.0,79
801/0020,347415.0,631068.0,94
801/0022,342599.0,627811.0,76
801/0023,344579.0,628047.0,99
801/0024,344579.0,628047.0,69
801/0030,342599.0,627811.0,74
801/0036,346951.0,628853.0,102
801/0037,349190.0,629476.0,102
801/0040,349568.0,626783.0,95
801/0041,349112.0,629427.0,94
801/0084,348471.9934,630015.8846,88
802/0001,346290.0,620971.0,78
802/0002,346304.0,623759.0,84
802/0003,345054.0,619657.0,90
802/0004,344393.4237,621297.3102,72
802/0007,345722.0,620832.0,90
802/0008,345722.0,620832.0,95
802/0011,348503.0,623666.0,88
802/0016,342775.0,618044.0,76
802/0017,345722.0,620832.0,91
802/0020,348815.0,621548.0,95
802/0021,347632.0,622406.0,91
802/0028,348593.0,620853.0,90
803/0001,323919.0,613864.0,69
803/0003,325698.0,613725.0,76
803/0004,321321.0,611386.0,77
803/0007,330307.0,617676.0,91
803/0008,332323.2491,620396.5696,75
803/0010,327296.0,614533.0,70
803/0011,324698.0,614374.0,75
803/0014,329442.0,616458.0,84
803/0023,323048.0,619042.0,62
803/0024,320719.1995,613042.3379,85
803/0026,323509.0,618968.0,79
803/0030,329892.0,618670.0,69
803/0032,330307.0,617676.0,95
803/0033,332607.0,614258.0,73
804/0002,340893.0,624650.0,76
804/0003,333835.0,620926.0,71
804/0004,338141.0,623808.0,73
804/0006,333835.0,620926.0,76
804/0007,344094.0,622576.0,88
804/0010,336935.0,621522.0,80
804/0012,336702.0,620941.0,95
804/0013,336694.0,616204.0,73
804/0021,341919.4145,623022.0121,78
804/0025,338107.0,620774.0,77
804/0027,339081.0,624172.0,93
804/0028,342214.0,620120.0,95
805/0001,331046.0,625318.0,78
805/0003,327156.0,625254.0,83
805/0004,329896.0,624227.0,78
805/0006,326743.0,624506.0,79
805/0007,333789.0,626074.0,92
805/0011,335248.642,626062.7598,112
805/0019,326480.0,624241.0,69
805/0023,324328.0,620362.0,78
805/0025,333641.0,625221.0,73
805/0026,329237.0,624648.0,71
805/0031,316015.0715,621006.8881,75
805/0033,318385.0032,623962.9486,77
805/0034,327156.0,625254.0,84
805/0035,327156.0,625254.0,88
805/0039,333378.0,625395.0,118
805/0041,318161.5602,618349.8967,75
806/0004,282706.9983,700038.6222,149
807/0016,274413.0,687258.0,90
814/0033,287248.0,675984.0,120
816/0082,290217.0,675283.0,125
817/0078,287433.0,670990.0,100
819/0012,248632.0,683040.0,99
819/0141,248648.8029,687542.0065,126
820/0024,260811.0,688892.0,112
824/0035,261335.0,694996.0,108
824/0079,257995.0,693882.0,133
827/0024,262593.2882,680067.5543,104
842/0064,295687.0,674411.0,113
842/0123,304286.0,675905.0,107
844/0013,316535.0,678198.0,107
846/0067,294333.0,665902.0,142
847/0036,292430.0,669123.0,128
847/0058,294707.0,672075.0,133
848/0004,302604.0,670948.0,109
851/0030,299041.0,663047.0,134
852/0001,245196.0,537352.0,95
852/0002,240638.0,539180.0,93
852/0006,239568.0,542602.0,117
852/0007,240171.0,542161.0,86
852/0008,240494.0,543318.0,95
852/0013,241459.0,544165.0,100
852/0015,242109.0,537130.0,101
852/0022,243431.0,537969.0,100
852/0023,244117.0,537487.0,74
852/0027,237723.0,545152.0,105
852/0028,237956.0,543893.0,93
852/0030,237252.0,540258.0,108
852/0031,238652.0,543666.0,89
852/0032,236307.0,541832.0,90
852/0033,240188.0,540577.0,95
852/0035,239131.0,539017.0,98
852/0038,238237.0,540064.0,88
852/0039,240188.0,540577.0,92
852/0041,237228.0,540816.0,88
852/0045,239456.0,545273.0,91
852/0047,239110.0,545225.0,106
852/0054,239752.0,540270.0,101
852/0056,242907.0,536607.0,92
852/0074,239539.0,545826.0,94
853/0003,232260.0,560370.0,88
853/0005,228216.0,561013.0,90
853/0009,230281.0,560775.0,87
853/0011,231231.0,562339.0,89
853/0013,230126.0,558970.0,82
853/0014,229467.0,567060.0,127
853/0015,228662.8951,566533.929,106
853/0021,232105.0,561023.0,102
853/0040,228754.0,572080.0,95
853/0051,232710.0,566533.0,79
853/0052,232622.0,563992.0,104
853/0054,228999.0,566052.0,90
853/0055,229288.0,567806.0,97
853/0056,233045.0,564163.0,105
853/0058,235479.0,557454.0,85
853/0059,235237.0,558316.0,96
853/0060,234285.0,559889.0,91
853/0063,233614.0,557869.0,90
853/0065,235348.0,555466.0,87
853/0071,224735.5994,570770.2628,94
853/0072,227081.0,564359.0,111
853/0077,230792.0,558582.0,90
853/0080,229672.0,561936.0,87
853/0084,232105.0,561023.0,96
853/0086,226099.0,564462.0,122
854/0001,242562.0,553716.0,92
854/0002,240508.0,554088.0,97
854/0004,239610.0,555423.0,70
854/0009,239076.5906,551634.3307,99
854/0013,244834.0,549750.0,94
854/0022,240508.0,554088.0,104
854/0025,239778.0,548391.0,83
854/0026,237609.2067,547965.748,90
854/0033,240047.0,551197.0,99
854/0035,240974.0,549495.0,107
854/0036,238664.0,552356.0,93
854/0037,239037.0,550806.0,95
854/0039,241477.0,550542.0,95
854/0040,237901.0,552285.0,104
854/0041,238244.0,553221.0,96
854/0042,240885.0,550522.0,89
854/0043,241956.0,551131.0,95
854/0045,241994.0,549119.0,98
854/0051,240075.0,550146.0,96
854/0053,237713.0,547375.0,92
854/0061,240515.0,552813.0,91
854/0062,238618.0,554119.0,78
854/0063,239566.0,555018.0,96
854/0065,243987.0,550417.0,112
854/0070,238825.0,547138.0,94
854/0079,236643.0,554498.0,72
854/0080,236596.0,555408.0,71
854/0081,237294.0,553191.0,93
854/0082,237558.0,553854.0,89
854/0086,237920.0,548549.0,70
854/0090,237990.0,549603.0,87
854/0092,238208.7079,550666.0184,92
854/0094,236771.0,551579.0,109
854/0097,244356.0,550994.0,96
854/0098,244385.0,550808.0,96
854/0099,244372.0,550801.0,113
854/0103,244385.0,550808.0,97
854/0111,242133.0,550194.0,94
854/0120,239455.0,545273.0,119
855/0010,236330.0,547195.0,103
855/0012,233988.0,546782.0,93
855/0013,230806.6232,547573.6187,91
855/0017,235081.0,547399.0,69
855/0018,234611.0,546320.0,89
855/0019,235585.0,548060.0,109
855/0022,236695.0,544652.0,91
855/0024,235872.0,546253.0,97
855/0026,232798.7326,546347.2364,104
855/0030,235062.0,545217.0,93
855/0038,236337.0,545542.0,99
855/0040,232657.0,550018.0,88
855/0041,234611.0,546320.0,74
855/0042,232657.0,550018.0,77
855/0047,235872.0,546253.0,99
855/0049,232650.0,548141.0,90
855/0053,233502.0,551617.0,89
855/0056,235669.0,548537.0,110
855/0059,232657.0,550018.0,98
855/0064,228809.0,549368.0,96
855/0066,231439.4603,555208.839,90
855/0071,232550.0,552507.0,92
855/0072,228214.0,550394.0,90
855/0074,234363.0,552433.0,93
855/0075,232990.0,550114.0,102
855/0084,236760.0,550312.0,103
855/0088,236719.0,549376.0,93
855/0091,233052.0,547226.0,97
855/0093,228351.0,548380.0,89
855/0094,228217.628,549761.0464,88
855/0101,236229.0,549615.0,100
856/0001,244879.0,560642.0,101
856/0002,245458.0,559442.0,95
856/0003,244490.0,561919.0,93
856/0004,241955.0,562881.0,97
856/0006,236754.0,564030.0,87
856/0013,240554.0,566005.0,91
856/0016,240637.0,560769.0,91
856/0020,242336.0,561397.0,90
856/0021,242444.0,560372.0,95
856/0025,238005.0,559459.0,93
856/0026,238435.0,560377.0,96
856/0027,237284.0,559283.0,96
856/0029,236439.0,557827.0,110
856/0030,238516.0,567329.0,74
856/0037,238946.0,561433.0,97
856/0046,238476.0,566938.0,90
856/0049,234511.0,561661.0,79
856/0050,235309.0,562530.0,91
856/0056,233669.0,569555.0,119
856/0058,233985.0,575802.0,93
856/0060,232381.0,573175.0,90
856/0061,234560.0,575354.0,81
856/0066,237436.0,566522.0,97
856/0068,237916.8626,568914.2117,72
856/0072,239514.0,564252.0,90
856/0073,237498.0,563984.0,95
856/0079,230552.0,574707.0,118
856/0090,235643.0,559903.0,117
856/0096,241597.0,560717.0,89
856/0105,237883.0,567591.0,87
856/0111,233985.0,575802.0,93
856/0123,238967.6725,559771.973,80
856/0126,235769.4398,560035.3291,93
857/0001,248091.0,547939.0,97
857/0002,246167.0,546878.0,87
857/0003,246988.022,549039.504,83
857/0004,245792.0,549866.0,82
857/0005,245596.0,547803.0,72
857/0006,245161.0,548839.0,92
857/0007,244695.0,547523.0,92
857/0009,247356.0,545837.0,98
857/0012,242682.0,548137.0,97
857/0017,245507.0,546375.0,88
857/0020,243842.3306,547095.3466,94
857/0028,242008.0,547120.0,90
857/0036,246579.0,543044.0,93
857/0038,248049.0,543242.0,95
857/0041,246476.63,541851.4428,98
857/0046,243054.0,545459.0,94
857/0049,245509.0,539604.0,97
857/0057,246583.0,545684.0,118
858/0001,243670.0,541121.0,94
858/0002,244841.0,540274.0,95
858/0003,243728.0,540974.0,98
858/0008,245543.7314,534560.4445,94
858/0014,244841.0,540274.0,90
858/0015,242681.0,543214.0,106
858/0016,245071.0,538522.0,114
858/0017,245466.0,538052.0,100
858/0018,245191.0,541955.0,98
858/0021,241745.0,542146.0,99
858/0028,246250.0,537104.0,88
858/0029,245593.0,541617.0,96
858/0034,244841.0,540274.0,90
858/0040,244841.0,540274.0,72
858/0041,243087.0,544443.0,90
858/0042,244841.0,540274.0,90
858/0044,246770.0,535707.0,127
858/0045,245224.0,535020.0,103
858/0048,247342.0,540890.0,84
858/0050,245971.0,540552.0,100
858/0051,245504.0,539889.0,102
858/0057,245114.0,544981.0,94
858/0058,245330.0,544101.0,88
858/0059,244841.0,540274.0,99
858/0061,247180.0,536464.0,77
858/0067,244842.0,539107.0,99
858/0073,245049.0,540822.0,86
858/0077,245083.7562,542490.1333,95
859/0001,243031.0,557096.0,91
859/0007,243288.0,558451.0,101
859/0008,241418.0,558771.0,92
859/0009,243288.0,558451.0,92
859/0012,241392.0,556876.0,98
859/0014,243559.0,556972.0,92
859/0016,241785.0,558127.0,77
859/0017,242259.0,557271.0,94
859/0029,240955.0,556909.0,95
859/0032,238920.0,555886.0,88
859/0036,238612.1843,558538.0283,98
859/0037,237715.0,556895.0,85
859/0040,238967.0,556164.0,93
859/0047,243546.0,557158.0,94
859/0056,241392.0,556876.0,124
859/0057,241503.0,555569.0,76
859/0059,240838.0,556245.0,69
860/0001,209146.0,560309.0,111
860/0003,213236.0,568817.0,99
860/0005,208946.0,556941.0,134
860/0007,208789.0,558493.0,114
860/0009,210617.0,556835.0,114
860/0010,209454.0,566718.0,98
860/0024,206582.0,557949.0,131
860/0026,208359.0,558763.0,110
860/0030,207845.0,566523.0,99
860/0031,207466.0,567037.0,137
860/0032,209368.0,559145.0,110
860/0033,213052.6535,557747.2265,102
860/0034,213050.0,557858.0,117
860/0037,209497.0,562003.0,111
860/0038,209330.0,561231.0,118
860/0039,208790.0,562627.0,114
860/0044,212327.0,558091.0,100
860/0046,210748.0,564007.0,104
860/0047,216131.0,566126.0,93
860/0048,216653.0,563532.0,111
860/0050,207441.0,557858.0,125
860/0053,210966.0,557758.0,127
860/0055,210748.0,564007.0,110
860/0056,213134.3133,570004.6621,91
860/0057,206615.0,557124.0,97
860/0060,205488.0,559592.0,119
